ID,DATE,AMOUNT,ACCOUNT_ID
80951,03/18,81.26,14
80952,06/23,81.75,8
80953,06/10,83.46,12
80954,06/12,88.0,14
80955,07/22,90.84,14
80956,08/10,45.51,18
80957,11/23,-88.7,16
80958,09/24,43.04,17
80959,10/07,-98.54,6
80960,02/09,-34.96,11
80961,09/18,-74.23,12
80962,12/07,63.61,2
80963,10/22,-27.28,6
80964,03/08,81.66,3
80965,09/02,41.27,4
80966,11/27,-61.47,17
80967,08/11,58.96,5
80968,02/07,3.5,4
80969,10/12,91.05,2
80970,05/28,-97.84,5
80971,10/02,-9.15,10
80972,06/12,18.05,1
80973,10/02,45.31,18
80974,12/24,8.27,16
80975,12/01,5.6,16
80976,08/11,45.7,6
80977,11/09,17.21,18
80978,07/11,23.73,11
80979,08/22,23.19,5
80980,07/22,-65.31,6
80981,01/09,58.53,5
80982,12/21,-39.99,19
80983,07/26,-5.91,15
80984,04/24,-0.26,10
80985,10/19,98.44,14
80986,11/08,32.86,13
80987,02/24,18.56,16
80988,11/25,56.23,9
80989,07/13,-26.64,15
80990,11/29,47.31,19
80991,05/22,-60.71,3
80992,11/19,-19.78,10
80993,09/14,22.07,17
80994,08/06,-96.91,19
80995,01/08,86.22,19
80996,02/02,92.31,3
80997,08/22,14.32,12
80998,10/18,-61.88,8
80999,10/17,-14.23,20
81000,09/06,34.1,2
81001,04/18,72.53,13
81002,07/04,-60.68,8
81003,10/07,84.29,11
81004,08/10,-28.96,11
81005,03/26,18.0,13
81006,03/01,35.57,11
81007,05/29,-5.26,17
81008,12/26,-74.51,3
81009,12/10,40.18,15
81010,06/04,-88.84,2
81011,05/01,27.15,13
81012,05/19,-8.45,5
81013,01/06,-98.22,11
81014,01/24,-72.08,5
81015,06/21,-66.25,17
81016,09/03,-80.22,17
81017,05/29,43.3,12
81018,11/05,48.62,4
81019,11/14,32.65,12
81020,02/12,90.52,12
81021,02/23,-50.18,5
81022,04/12,38.71,15
81023,08/23,-80.65,7
81024,07/03,-34.42,15
81025,05/08,17.26,10
81026,05/01,-85.52,12
81027,10/20,71.03,20
81028,07/22,-19.9,17
81029,08/24,27.72,14
81030,04/02,0.55,6
81031,10/26,56.58,11
81032,05/26,61.51,15
81033,10/06,21.45,3
81034,05/29,-37.11,2
81035,03/13,-12.37,2
81036,08/03,24.72,19
81037,08/16,-25.06,12
81038,11/02,36.49,7
81039,09/25,33.91,2
81040,06/20,57.83,6
81041,12/18,-78.38,3
81042,01/13,91.0,3
81043,06/02,-68.67,5
81044,11/26,-42.99,6
81045,05/21,-69.2,13
81046,12/25,22.23,4
81047,04/02,39.18,7
81048,01/03,-93.17,12
81049,12/15,-95.99,18
81050,11/26,-49.86,19
81051,11/03,-14.01,2
81052,03/18,-15.74,12
81053,01/26,-60.05,19
81054,12/01,32.73,19
81055,05/19,-0.14,3
81056,04/01,-17.35,20
81057,09/17,-5.66,20
81058,07/28,75.58,2
81059,09/21,-33.56,10
81060,12/31,6.52,6
81061,08/04,-12.09,6
81062,02/26,64.74,12
81063,01/22,26.82,2
81064,05/01,-78.02,10
81065,10/04,-65.24,16
81066,05/09,84.55,20
81067,12/08,-22.72,4
81068,04/13,17.32,8
81069,07/01,-1.95,19
81070,08/13,-37.26,20
81071,08/04,74.51,15
81072,09/29,65.97,20
81073,09/08,57.23,17
81074,08/16,79.64,2
81075,06/14,37.87,16
81076,07/24,59.6,20
81077,04/10,-1.0,15
81078,08/14,-36.08,9
81079,12/22,79.89,6
81080,11/20,47.66,15
81081,11/01,-39.14,15
81082,05/08,-64.12,8
81083,08/20,-54.84,1
81084,05/02,-59.56,4
81085,06/09,67.85,6
81086,07/27,70.69,2
81087,08/09,-72.47,15
81088,09/21,63.89,18
81089,05/13,-31.4,9
81090,04/15,-89.38,13
81091,11/30,-4.53,3
81092,04/09,40.1,6
81093,03/24,-91.14,18
81094,05/28,40.04,10
81095,01/19,92.66,10
81096,09/24,-10.38,17
81097,03/13,22.23,11
81098,04/11,96.89,8
81099,03/01,22.76,11
81100,03/31,32.21,13
81101,04/19,23.57,2
81102,12/10,-79.65,8
81103,03/04,45.41,17
81104,07/21,34.98,18
81105,08/03,32.55,3
81106,01/11,64.6,13
81107,05/09,-8.14,11
81108,06/17,-46.87,14
81109,12/03,99.99,12
81110,04/15,-1.51,12
81111,11/23,-75.92,8
81112,07/11,38.01,4
81113,08/31,-69.39,7
81114,11/06,-91.49,7
81115,08/25,-21.88,19
81116,02/25,-71.1,11
81117,02/17,-45.05,16
81118,07/12,6.07,17
81119,11/08,-60.47,9
81120,09/05,-26.54,14
81121,05/03,-75.25,7
81122,06/23,-13.13,12
81123,08/17,42.12,1
81124,03/26,-97.13,3
81125,01/27,60.5,20
81126,09/16,21.44,11
81127,09/03,82.02,15
81128,12/05,92.46,6
81129,09/12,88.61,10
81130,06/27,-24.64,14
81131,12/16,50.25,8
81132,11/25,-60.8,2
81133,09/05,52.87,4
81134,05/14,5.68,2
81135,03/15,-31.19,1
81136,01/04,88.15,4
81137,09/11,45.8,9
81138,07/17,-22.77,11
81139,12/01,-71.91,13
81140,07/16,66.36,1
81141,11/10,51.58,3
81142,11/06,66.14,5
81143,06/17,-58.98,12
81144,09/23,-47.38,7
81145,09/17,12.0,15
81146,05/31,90.11,7
81147,05/01,8.68,11
81148,10/23,6.86,15
81149,03/29,63.78,17
81150,05/18,-10.82,6
81151,10/10,-23.89,16
81152,10/06,-4.64,3
81153,11/09,-8.4,17
81154,04/27,-40.98,8
81155,05/30,62.67,13
81156,09/21,-37.75,19
81157,06/03,38.57,15
81158,12/27,50.78,8
81159,10/21,-33.86,6
81160,07/22,1.68,11
81161,10/14,-84.22,10
81162,04/22,57.17,5
81163,04/13,-10.59,11
81164,10/11,-74.09,4
81165,04/12,48.8,17
81166,06/19,81.63,9
81167,12/24,96.92,12
81168,11/05,65.61,19
81169,09/03,-6.37,15
81170,07/09,-83.17,8
81171,05/12,-9.4,12
81172,02/18,79.36,17
81173,04/01,27.17,1
81174,05/29,90.37,16
81175,12/03,74.75,18
81176,06/07,-47.0,14
81177,09/11,21.04,19
81178,06/11,-60.94,5
81179,05/05,7.79,19
81180,09/19,-34.44,18
81181,01/22,-94.63,5
81182,04/09,59.8,10
81183,02/06,-3.48,6
81184,10/01,-54.69,10
81185,02/16,-53.83,8
81186,06/26,-36.57,3
81187,03/04,71.7,16
81188,03/05,48.04,8
81189,06/08,-85.53,6
81190,08/20,-95.07,18
81191,01/05,64.44,16
81192,08/01,60.25,18
81193,07/19,57.63,10
81194,09/15,1.86,19
81195,06/30,30.05,8
81196,05/13,36.52,9
81197,04/11,-35.05,11
81198,11/11,-62.24,9
81199,06/28,44.26,12
81200,03/11,98.55,7
81201,11/11,-4.31,5
81202,10/08,35.43,15
81203,04/19,-35.8,14
81204,11/28,20.41,15
81205,11/04,-1.86,2
81206,01/05,88.06,14
81207,09/24,-91.03,17
81208,04/21,21.26,11
81209,08/31,-91.04,4
81210,03/04,-61.25,13
81211,01/14,35.96,3
81212,07/13,70.91,9
81213,07/06,-68.9,18
81214,05/06,-56.63,4
81215,11/10,35.55,18
81216,03/28,70.32,16
81217,06/13,-67.29,12
81218,11/03,57.67,7
81219,05/01,-62.86,19
81220,11/15,68.02,18
81221,05/01,-46.51,16
81222,12/01,53.92,11
81223,06/24,-60.05,14
81224,10/16,-76.47,17
81225,07/03,-21.67,15
81226,09/13,-89.3,5
81227,07/28,-13.48,14
81228,06/06,84.76,12
81229,07/01,-52.24,4
81230,11/18,82.47,15
81231,03/29,62.69,1
81232,07/09,-84.45,6
81233,06/19,-32.71,2
81234,04/01,5.86,7
81235,01/07,-89.26,13
81236,07/31,77.49,20
81237,07/28,-38.1,19
81238,03/26,93.21,5
81239,12/06,-21.98,19
81240,03/19,-41.68,4
81241,03/04,-2.75,7
81242,03/27,-1.57,16
81243,11/01,42.04,13
81244,08/31,65.96,8
81245,01/15,-86.21,20
81246,08/29,-53.62,2
81247,09/08,84.8,9
81248,10/04,63.05,5
81249,08/28,94.72,13
81250,08/20,67.77,17
81251,07/17,-22.1,5
81252,06/23,-62.15,7
81253,07/06,69.32,10
81254,12/13,22.84,7
81255,04/06,-67.03,10
81256,11/09,55.18,16
81257,12/08,-41.21,18
81258,04/26,-9.8,17
81259,08/05,-6.48,14
81260,07/09,-40.51,8
81261,03/02,-83.7,9
81262,11/30,12.29,11
81263,09/28,22.7,7
81264,12/08,82.09,17
81265,08/02,-73.66,16
81266,06/18,-28.71,9
81267,12/27,-94.32,2
81268,06/30,67.45,1
81269,04/28,89.48,16
81270,07/17,-97.27,8
81271,04/10,-85.8,9
81272,11/16,16.91,16
81273,05/01,29.96,13
81274,12/05,-9.54,11
81275,04/21,-11.62,3
81276,01/15,-35.24,20
81277,09/28,-62.79,3
81278,10/18,-52.29,19
81279,10/01,-71.47,14
81280,10/13,-78.72,10
81281,04/21,68.18,3
81282,06/23,97.52,1
81283,02/11,-56.91,14
81284,06/06,10.35,6
81285,09/27,-81.31,7
81286,12/29,38.14,2
81287,06/23,14.61,2
81288,07/15,-17.09,15
81289,11/17,66.47,3
81290,11/23,-64.33,13
81291,05/31,-16.53,9
81292,04/02,-11.89,16
81293,03/14,90.67,8
81294,02/25,-66.63,1
81295,11/12,20.38,4
81296,06/25,-88.2,11
81297,07/21,-37.42,16
81298,04/24,-49.33,12
81299,02/13,32.48,2
81300,09/29,-37.9,4
81301,12/14,-32.28,7
81302,06/29,-70.49,13
81303,07/14,-9.96,1
81304,01/28,-1.66,12
81305,09/18,70.49,3
81306,04/22,-56.47,12
81307,10/10,85.92,9
81308,07/10,26.25,10
81309,08/27,-28.32,6
81310,09/09,-66.88,10
81311,08/06,32.29,17
81312,05/28,-17.27,18
81313,08/15,-48.48,6
81314,02/13,53.48,8
81315,09/02,-68.93,16
81316,02/01,66.22,19
81317,12/26,16.73,6
81318,11/24,14.22,4
81319,08/13,11.96,5
81320,04/11,78.66,7
81321,06/24,14.74,17
81322,04/01,-87.7,13
81323,01/25,-95.39,20
81324,06/09,-32.53,15
81325,02/11,-35.62,5
81326,01/01,-31.51,16
81327,10/01,32.34,17
81328,11/15,-16.37,2
81329,07/31,-4.25,15
81330,04/24,91.68,1
81331,05/14,2.96,13
81332,05/13,23.67,6
81333,04/05,-70.78,13
81334,06/24,-96.81,10
81335,06/17,-48.32,19
81336,02/24,78.84,10
81337,05/20,65.65,11
81338,11/01,83.87,8
81339,07/18,-67.51,2
81340,05/18,-68.56,20
81341,09/17,46.6,7
81342,11/09,27.31,5
81343,03/31,-6.64,9
81344,03/30,-2.13,13
81345,02/06,-25.54,13
81346,12/26,16.78,19
81347,05/29,-53.73,3
81348,04/25,-55.48,16
81349,07/03,-48.25,17
81350,06/17,-44.04,7
81351,06/28,-82.86,3
81352,09/11,-95.25,18
81353,05/28,82.04,14
81354,12/12,-53.5,18
81355,04/04,7.66,11
81356,07/24,-76.56,1
81357,05/20,-31.42,3
81358,10/11,-83.78,3
81359,04/06,40.76,19
81360,09/03,-46.08,19
81361,07/01,98.34,10
81362,09/13,40.55,15
81363,01/12,10.68,18
81364,06/06,-83.76,13
81365,03/18,-63.84,6
81366,12/05,56.28,6
81367,08/21,-60.34,14
81368,02/24,93.01,1
81369,01/18,-3.65,2
81370,12/25,25.63,10
81371,06/25,-65.03,1
81372,04/26,-44.05,16
81373,11/06,67.46,1
81374,07/21,-29.64,18
81375,11/19,44.38,13
81376,10/24,-63.54,12
81377,04/02,75.93,16
81378,02/19,-34.1,19
81379,12/30,-61.68,3
81380,07/17,-28.85,15
81381,09/05,-76.07,16
81382,03/05,62.68,5
81383,03/07,70.78,19
81384,01/17,17.34,1
81385,02/12,-26.67,1
81386,07/08,-44.25,7
81387,01/07,-50.93,12
81388,12/31,-50.52,15
81389,01/05,-43.8,10
81390,10/17,55.96,4
81391,10/30,-16.57,18
81392,10/16,7.58,12
81393,01/21,-19.53,16
81394,12/21,26.97,6
81395,03/12,40.86,9
81396,10/24,-35.06,14
81397,08/24,29.18,15
81398,01/14,86.56,6
81399,02/05,-67.63,10
81400,10/17,-4.2,12
81401,05/07,58.43,4
81402,11/15,78.01,18
81403,07/29,-97.14,20
81404,01/30,-35.47,13
81405,05/17,-96.4,5
81406,04/05,-30.24,19
81407,07/28,44.08,17
81408,06/09,22.67,6
81409,01/28,61.99,16
81410,11/01,-38.29,10
81411,09/15,97.47,17
81412,10/18,-52.41,9
81413,02/19,30.89,14
81414,12/08,-76.87,17
81415,05/13,-91.82,11
81416,09/11,-28.7,18
81417,02/18,63.86,12
81418,09/16,21.52,6
81419,08/20,66.5,8
81420,07/16,-17.19,17
81421,11/23,94.49,5
81422,11/06,46.4,3
81423,06/29,65.02,6
81424,04/16,-22.14,1
81425,02/26,80.78,19
81426,02/23,-53.93,12
81427,06/13,-32.47,15
81428,01/10,-66.58,11
81429,10/27,-80.39,15
81430,12/29,73.77,18
81431,01/29,-12.86,17
81432,08/06,43.64,8
81433,07/14,17.81,13
81434,09/07,69.5,7
81435,11/29,-12.97,11
81436,05/13,50.99,13
81437,08/08,-14.77,1
81438,11/18,69.72,16
81439,09/23,72.48,7
81440,11/28,59.08,16
81441,06/09,-36.74,4
81442,02/09,87.89,16
81443,06/08,39.13,19
81444,12/21,-13.5,13
81445,08/09,58.82,17
81446,06/10,46.95,12
81447,05/13,-78.48,7
81448,06/02,5.22,14
81449,01/10,16.61,20
81450,10/10,-34.03,7
81451,04/27,3.19,16
81452,12/31,-53.31,9
81453,10/12,-6.39,9
81454,08/27,91.1,5
81455,07/17,61.74,17
81456,01/15,-73.5,18
81457,05/20,45.41,11
81458,01/20,-68.97,8
81459,11/02,46.13,10
81460,08/02,-25.66,7
81461,09/23,-37.2,15
81462,03/31,-95.85,7
81463,12/02,74.32,9
81464,04/15,42.11,15
81465,08/10,-28.99,6
81466,03/20,-22.06,9
81467,09/24,38.18,5
81468,12/18,-40.15,4
81469,10/29,-69.63,18
81470,05/19,-54.55,4
81471,01/15,6.8,9
81472,10/01,-94.05,7
81473,03/20,-45.78,8
81474,10/10,87.58,1
81475,02/05,8.62,2
81476,07/08,40.02,12
81477,08/07,69.73,10
81478,02/19,-80.69,20
81479,12/10,-33.44,1
81480,03/26,48.64,7
81481,02/04,-44.41,10
81482,07/12,-3.95,13
81483,07/24,51.88,11
81484,04/11,90.99,20
81485,03/23,55.47,5
81486,03/01,-46.73,14
81487,08/05,-74.05,6
81488,11/04,19.74,13
81489,06/06,-58.38,16
81490,02/19,48.82,7
81491,01/19,13.09,13
81492,01/24,-85.83,5
81493,08/02,-88.83,16
81494,03/10,78.24,15
81495,01/02,2.71,15
81496,04/29,42.58,14
81497,10/04,47.55,17
81498,07/09,0.42,6
81499,02/01,-42.7,8
81500,05/08,85.74,6
81501,04/16,-59.32,1
81502,07/22,88.69,9
81503,02/11,30.08,11
81504,04/25,-13.99,10
81505,05/31,43.07,5
81506,11/21,29.17,12
81507,04/24,-63.12,20
81508,11/25,83.09,3
81509,07/21,-19.21,12
81510,11/08,-66.75,16
81511,05/31,-62.81,11
81512,11/03,27.58,1
81513,01/21,-28.92,6
81514,08/21,-46.72,17
81515,04/08,-37.42,15
81516,08/03,27.42,2
81517,04/04,-4.76,12
81518,04/08,29.85,17
81519,08/21,38.66,6
81520,01/07,-84.39,18
81521,06/19,71.64,8
81522,01/24,22.27,7
81523,11/14,-76.01,18
81524,02/01,84.96,7
81525,12/07,19.77,15
81526,04/13,-31.74,16
81527,05/23,86.23,3
81528,11/25,44.86,8
81529,04/17,-48.23,20
81530,01/24,5.86,16
81531,11/17,21.07,20
81532,07/23,-68.57,19
81533,01/19,-74.51,6
81534,09/29,47.83,17
81535,01/12,74.78,12
81536,09/02,16.02,8
81537,02/21,-64.03,8
81538,10/25,5.3,4
81539,08/10,52.38,18
81540,10/29,-89.53,20
81541,01/18,50.77,5
81542,04/10,-40.88,8
81543,01/25,72.18,5
81544,03/29,6.63,4
81545,09/11,86.28,11
81546,03/25,64.64,1
81547,10/03,39.06,5
81548,04/12,38.08,18
81549,11/22,-5.3,20
81550,01/25,62.46,8
81551,09/07,2.24,7
81552,09/15,23.13,20
81553,03/16,-90.66,8
81554,02/25,-64.11,10
81555,01/23,6.58,15
81556,05/13,70.25,13
81557,11/13,-33.07,12
81558,05/21,-58.68,5
81559,01/16,-41.95,20
81560,09/08,-21.21,19
81561,09/29,96.83,14
81562,12/27,87.81,4
81563,01/26,47.9,8
81564,08/23,65.93,1
81565,06/01,-39.89,3
81566,08/23,-44.52,4
81567,12/31,-76.9,12
81568,02/26,55.28,8
81569,02/17,-36.19,18
81570,05/18,-52.41,4
81571,10/20,95.78,3
81572,02/16,-19.01,2
81573,08/24,-76.28,17
81574,09/20,63.85,17
81575,10/04,-90.52,7
81576,12/22,-38.99,1
81577,05/24,-93.33,20
81578,03/25,-82.22,6
81579,06/06,-90.17,13
81580,02/06,-53.65,14
81581,05/13,-19.31,5
81582,01/25,-38.75,9
81583,07/19,-84.23,6
81584,01/02,-70.77,8
81585,11/30,-85.76,2
81586,10/28,11.36,18
81587,05/04,-43.08,11
81588,08/12,13.35,9
81589,08/23,-23.96,12
81590,11/05,26.15,7
81591,11/19,76.42,14
81592,11/21,50.7,15
81593,04/09,-69.45,14
81594,08/12,-38.06,13
81595,12/15,72.42,14
81596,10/04,-88.86,3
81597,06/03,-18.28,16
81598,05/13,19.06,13
81599,12/13,-28.71,9
81600,01/06,-89.84,16
81601,09/08,29.61,6
81602,10/14,-60.47,19
81603,05/13,-55.24,5
81604,03/23,-67.35,2
81605,02/22,-75.18,19
81606,04/28,-6.47,7
81607,11/07,-28.49,4
81608,04/04,82.34,10
81609,03/27,97.32,14
81610,05/21,84.76,15
81611,04/17,84.86,13
81612,11/16,55.73,8
81613,05/02,-95.74,15
81614,08/20,36.88,15
81615,11/08,-73.74,7
81616,12/07,92.61,17
81617,10/23,60.46,12
81618,07/30,18.52,13
81619,07/19,67.17,9
81620,07/25,8.41,2
81621,09/05,-41.07,9
81622,02/02,92.91,3
81623,08/05,-8.71,10
81624,12/26,93.92,20
81625,11/25,51.55,9
81626,06/19,-11.62,20
81627,07/29,93.63,7
81628,12/24,75.52,19
81629,04/16,79.97,15
81630,11/12,47.02,20
81631,02/22,24.27,15
81632,02/08,58.57,15
81633,05/23,-7.11,14
81634,12/13,-84.55,5
81635,04/25,5.06,9
81636,09/03,-60.22,20
81637,11/09,-10.79,5
81638,09/10,-84.71,19
81639,02/06,86.61,10
81640,03/12,51.33,8
81641,08/10,80.41,15
81642,07/12,44.53,2
81643,08/08,-43.29,20
81644,03/28,84.33,10
81645,08/05,72.05,11
81646,07/30,-70.52,6
81647,12/11,41.52,7
81648,02/19,74.2,17
81649,12/20,-51.88,3
81650,01/17,39.37,10
81651,05/06,71.65,7
81652,03/10,-35.71,18
81653,08/10,-93.31,2
81654,10/01,33.65,9
81655,09/20,56.12,9
81656,07/16,63.29,13
81657,05/19,-36.2,11
81658,03/28,-25.28,8
81659,02/24,78.37,6
81660,12/15,-1.19,17
81661,12/12,-31.02,1
81662,05/19,6.41,6
81663,11/19,17.13,9
81664,03/29,-54.24,3
81665,06/05,-40.42,9
81666,10/03,-74.34,14
81667,12/28,-99.99,12
81668,06/11,2.07,14
81669,04/15,83.51,14
81670,12/03,98.55,15
81671,06/23,84.73,14
81672,06/27,76.21,13
81673,03/23,35.29,20
81674,03/15,40.81,17
81675,02/07,-15.74,14
81676,12/12,-70.76,19
81677,01/27,-99.91,5
81678,03/11,-33.75,18
81679,02/28,-4.51,20
81680,01/19,-46.88,3
81681,04/09,-85.6,15
81682,07/05,-74.09,16
81683,11/03,3.49,13
81684,07/09,94.92,11
81685,05/02,2.58,4
81686,07/10,83.04,3
81687,07/19,22.38,10
81688,09/20,-18.56,7
81689,02/10,-9.03,8
81690,03/19,23.46,2
81691,01/01,-9.27,10
81692,02/09,56.65,6
81693,12/14,12.26,3
81694,01/07,93.11,15
81695,01/14,48.58,11
81696,02/26,74.17,2
81697,12/13,-66.34,12
81698,08/21,54.42,3
81699,10/13,34.56,20
81700,11/06,-10.38,15
81701,08/16,-25.57,6
81702,08/06,-18.18,19
81703,04/07,73.73,2
81704,04/05,22.91,19
81705,11/09,71.16,11
81706,07/29,-89.73,11
81707,10/14,96.16,2
81708,11/25,-65.27,17
81709,12/13,31.28,7
81710,01/11,-14.61,5
81711,01/26,-37.17,8
81712,01/16,-71.82,2
81713,04/17,35.62,6
81714,01/16,-1.21,6
81715,10/27,-4.34,13
81716,11/18,67.98,12
81717,08/15,-98.84,12
81718,09/04,-6.68,19
81719,01/02,8.93,9
81720,10/24,-64.28,20
81721,06/12,30.4,6
81722,07/06,-5.33,19
81723,06/13,94.02,3
81724,09/22,28.52,14
81725,10/23,93.23,11
81726,01/16,74.27,12
81727,08/20,-61.62,12
81728,10/31,53.64,16
81729,10/04,94.31,11
81730,03/29,34.52,7
81731,03/15,-44.34,20
81732,03/11,-22.33,18
81733,12/25,-72.29,18
81734,04/26,23.07,4
81735,12/21,-86.84,16
81736,09/07,94.48,9
81737,08/31,-20.81,1
81738,11/08,45.1,14
81739,02/27,26.26,10
81740,12/25,-34.44,14
81741,01/30,1.97,1
81742,03/03,36.09,10
81743,12/09,-46.42,8
81744,04/12,15.99,6
81745,04/01,-66.09,6
81746,12/17,72.23,12
81747,04/29,63.74,8
81748,06/16,56.29,17
81749,01/08,-3.92,7
81750,10/02,-60.06,15
81751,11/04,-58.82,20
81752,08/30,-56.82,9
81753,12/18,24.63,8
81754,03/21,-71.6,16
81755,02/23,-72.79,3
81756,09/27,-80.13,8
81757,07/29,-1.97,11
81758,11/22,-75.06,19
81759,06/21,6.65,20
81760,06/10,1.86,8
81761,06/07,-67.51,15
81762,09/16,19.0,11
81763,06/04,-43.57,1
81764,12/24,-36.26,16
81765,07/31,-68.43,13
81766,05/18,-40.36,9
81767,03/09,-50.09,2
81768,01/05,-87.38,18
81769,07/24,-37.78,12
81770,05/27,-14.15,1
81771,02/17,37.06,19
81772,10/24,74.52,7
81773,03/16,46.66,19
81774,12/14,44.52,1
81775,04/18,-44.09,14
81776,11/22,88.29,14
81777,11/20,93.03,9
81778,06/22,-53.18,17
81779,05/05,68.6,7
81780,06/19,-87.15,7
81781,12/29,19.87,16
81782,01/04,-29.85,20
81783,01/19,68.82,1
81784,09/23,19.19,12
81785,03/28,-1.46,20
81786,02/03,83.89,15
81787,02/16,-45.64,20
81788,01/22,-25.69,3
81789,06/23,83.26,10
81790,07/15,-50.84,20
81791,08/22,36.31,1
81792,05/04,-29.34,18
81793,04/12,80.19,14
81794,10/05,-46.71,4
81795,01/07,-30.22,6
81796,09/22,-26.9,9
81797,02/03,70.04,11
81798,06/20,54.92,7
81799,05/15,45.69,20
81800,02/19,-62.57,15
81801,04/03,-18.64,20
81802,10/19,1.81,6
81803,03/18,45.83,18
81804,08/11,25.32,20
81805,01/02,-25.53,8
81806,03/07,16.86,14
81807,09/13,-73.95,7
81808,09/02,73.87,9
81809,07/19,42.74,18
81810,08/18,21.35,7
81811,09/10,-2.49,2
81812,09/14,40.76,2
81813,04/10,70.32,7
81814,12/27,-36.95,1
81815,04/01,4.23,16
81816,03/04,46.62,19
81817,06/04,-65.4,20
81818,03/04,-87.57,1
81819,06/12,-22.08,10
81820,08/11,76.38,18
81821,01/17,45.61,3
81822,03/27,-3.01,18
81823,05/29,-22.93,10
81824,09/25,46.51,4
81825,10/26,-14.73,20
81826,07/16,64.41,18
81827,01/26,-89.22,18
81828,02/26,-79.75,4
81829,06/24,-22.37,16
81830,07/12,-63.06,5
81831,05/16,1.31,10
81832,10/09,-96.6,11
81833,07/13,97.52,17
81834,10/16,70.51,17
81835,02/16,61.9,9
81836,02/23,-29.62,15
81837,12/28,19.19,19
81838,03/08,35.83,6
81839,12/17,30.58,13
81840,03/21,58.62,10
81841,11/24,-5.3,19
81842,07/17,74.4,4
81843,03/26,-68.76,5
81844,11/18,29.48,11
81845,01/28,26.51,10
81846,03/27,-96.58,7
81847,07/20,-64.41,15
81848,03/31,-26.13,10
81849,11/25,79.82,2
81850,11/14,-5.11,13
81851,09/05,-30.83,7
81852,06/13,-77.86,13
81853,06/18,-11.03,9
81854,03/23,69.64,2
81855,12/10,-46.71,9
81856,04/11,57.28,13
81857,01/18,-3.44,3
81858,08/05,66.58,15
81859,05/01,33.95,8
81860,05/29,46.57,14
81861,03/07,0.32,2
81862,07/16,-16.58,8
81863,07/26,86.26,14
81864,12/06,-49.52,16
81865,03/11,-10.68,14
81866,06/26,32.36,1
81867,08/12,-38.7,14
81868,10/03,-33.4,14
81869,06/05,-99.01,3
81870,12/30,-19.88,17
81871,05/09,-23.73,20
81872,01/08,-22.95,18
81873,08/29,-78.87,4
81874,05/05,28.92,12
81875,08/02,5.77,9
81876,01/20,-4.43,5
81877,02/19,86.96,4
81878,11/28,-65.06,5
81879,11/22,-29.01,9
81880,03/26,32.7,10
81881,06/22,-27.59,5
81882,03/24,-65.18,13
81883,09/20,-10.29,11
81884,12/01,-77.32,1
81885,10/01,-89.21,7
81886,08/17,-69.15,19
81887,10/17,-30.86,15
81888,05/08,81.65,18
81889,04/26,66.21,9
81890,11/15,-84.05,3
81891,05/07,-18.42,20
81892,04/21,80.95,14
81893,08/12,28.76,14
81894,05/17,-41.24,15
81895,04/21,38.84,7
81896,11/11,75.35,12
81897,12/05,91.45,8
81898,08/21,-86.24,20
81899,04/20,-54.91,15
81900,07/07,-56.21,15
81901,08/21,-31.42,10
81902,12/09,-53.19,17
81903,06/10,-91.7,17
81904,11/17,9.93,20
81905,09/19,-75.09,12
81906,10/23,-6.98,13
81907,07/06,24.75,5
81908,12/13,-82.69,11
81909,11/10,10.01,16
81910,02/27,5.95,20
81911,01/25,45.27,8
81912,07/15,-39.5,6
81913,10/23,-24.77,12
81914,02/06,58.95,6
81915,11/15,-3.6,1
81916,12/12,93.39,14
81917,01/06,73.25,13
81918,12/17,-14.55,2
81919,11/21,-96.32,18
81920,07/20,-85.11,10
81921,03/27,23.58,14
81922,12/03,3.55,10
81923,06/03,-96.89,19
81924,12/24,-11.82,13
81925,09/30,28.84,16
81926,08/25,73.79,1
81927,07/11,-53.17,14
81928,08/29,-34.13,16
81929,09/13,-32.64,18
81930,12/25,-63.98,13
81931,02/22,81.98,4
81932,10/20,90.5,9
81933,08/09,-51.66,4
81934,07/31,-81.9,20
81935,10/08,48.87,14
81936,04/18,-86.92,8
81937,09/05,82.53,12
81938,07/10,75.66,19
81939,03/11,19.44,18
81940,02/13,23.78,20
81941,03/22,-4.43,2
81942,08/18,89.48,13
81943,12/15,-12.91,18
81944,11/08,14.35,15
81945,09/07,67.27,4
81946,11/13,-20.5,11
81947,02/25,-18.94,17
81948,03/28,-47.85,8
81949,10/29,98.91,5
81950,04/30,-74.93,18
81951,08/05,-47.94,1
81952,09/02,-84.79,9
81953,08/09,32.28,3
81954,09/03,71.9,15
81955,08/24,61.3,9
81956,11/08,7.51,10
81957,08/23,-73.55,16
81958,10/11,-57.2,10
81959,02/14,60.25,14
81960,08/07,6.8,12
81961,02/22,80.79,6
81962,11/18,30.7,6
81963,06/01,-3.44,12
81964,03/08,59.81,14
81965,03/25,61.05,5
81966,09/17,47.19,15
81967,03/17,-44.13,8
81968,09/03,16.93,7
81969,08/09,65.91,7
81970,11/02,1.51,15
81971,11/21,-54.76,6
81972,04/06,39.38,18
81973,04/07,30.1,14
81974,12/21,78.31,12
81975,01/04,-20.11,16
81976,08/27,99.45,16
81977,06/29,97.46,1
81978,03/04,-99.95,8
81979,06/19,70.66,10
81980,12/15,-0.91,5
81981,09/26,16.21,15
81982,08/31,82.04,6
81983,01/02,31.74,20
81984,02/17,69.36,11
81985,09/23,-47.85,12
